2015-08-19	0	1
2015-08-21	0	1
2015-08-25	0	1
2015-08-26	0	1
2015-09-15	0	1
2015-09-16	1	0
2015-09-30	0	1
2015-10-09	1	0
2015-10-21	0	1
2015-10-22	1	0
2015-10-23	1	0
2015-10-26	0	1
2015-11-04	1	1
2015-11-06	1	0
2015-11-08	3	0
2015-11-10	0	2
2015-11-11	2	0
2015-11-12	93	107
2015-11-13	73	141
2015-11-14	10	22
2015-11-15	13	6
2015-11-16	74	94
2015-11-17	91	215
2015-11-18	109	225
2015-11-19	93	188
2015-11-20	79	156
2015-11-21	11	7
2015-11-22	12	14
2015-11-23	76	145
2015-11-24	80	137
2015-11-25	93	148
2015-11-26	85	176
2015-11-27	122	271
2015-11-28	13	16
2015-11-29	22	26
2015-11-30	102	253
2015-12-01	119	222
2015-12-02	234	505
2015-12-03	112	215
2015-12-04	137	226
2015-12-05	15	17
2015-12-06	14	18
2015-12-07	79	136
2015-12-08	136	246
2015-12-09	118	230
2015-12-10	94	168
2015-12-11	87	165
2015-12-12	8	23
2015-12-13	11	13
2015-12-14	106	188
2015-12-15	71	120
2015-12-16	63	102
2015-12-17	78	99
2015-12-18	79	142
2015-12-19	16	18
2015-12-20	14	12
2015-12-21	100	120
2015-12-22	60	104
2015-12-23	106	253
2015-12-24	166	224
2015-12-25	85	179
2015-12-26	7	11
2015-12-27	22	27
2015-12-28	77	159
2015-12-29	83	160
2015-12-30	72	80
2015-12-31	155	313
2016-01-01	9	14
2016-01-02	13	9
2016-01-03	18	21
2016-01-04	230	785
2016-01-05	183	515
2016-01-06	142	267
2016-01-07	165	409
2016-01-08	163	445
2016-01-09	23	52
2016-01-10	23	34
2016-01-11	186	548
2016-01-12	169	312
2016-01-13	167	479
2016-01-14	285	494
2016-01-15	195	387
2016-01-16	38	39
2016-01-17	27	55
2016-01-18	170	297
2016-01-19	112	182
2016-01-20	137	268
2016-01-21	187	341
2016-01-22	161	304
2016-01-23	19	12
2016-01-24	14	15
2016-01-25	119	198
2016-01-26	159	503
2016-01-27	187	491
2016-01-28	212	528
2016-01-29	142	301
2016-01-30	19	11
2016-01-31	16	32
2016-02-01	178	340
2016-02-02	149	267
2016-02-03	197	328
2016-02-04	125	197
2016-02-05	158	260
2016-02-06	9	12
2016-02-07	9	10
2016-02-08	4	6
2016-02-09	7	25
2016-02-10	4	8
2016-02-11	13	19
2016-02-12	21	27
2016-02-13	8	13
2016-02-14	14	28
2016-02-15	129	215
2016-02-16	76	133
2016-02-17	106	170
2016-02-18	124	216
2016-02-19	111	205
2016-02-20	20	12
2016-02-21	22	34
2016-02-22	95	159
2016-02-23	83	163
2016-02-24	100	262
2016-02-25	165	587
2016-02-26	209	541
2016-02-27	18	33
2016-02-28	19	38
2016-02-29	220	701
2016-03-01	195	505
2016-03-02	154	251
2016-03-03	165	327
2016-03-04	292	988
2016-03-05	47	73
2016-03-06	70	84
2016-03-07	151	328
2016-03-08	222	510
2016-03-09	171	414
2016-03-10	151	433
2016-03-11	162	367
2016-03-12	30	48
2016-03-13	26	45
2016-03-14	150	235
2016-03-15	151	298
2016-03-16	314	704
2016-03-17	241	409
2016-03-18	162	274
2016-03-19	28	22
2016-03-20	31	24
2016-03-21	136	222
2016-03-22	102	188
2016-03-23	132	210
2016-03-24	214	363
2016-03-25	210	354
2016-03-26	24	21
2016-03-27	26	18
2016-03-28	135	263
2016-03-29	192	422
2016-03-30	139	224
2016-03-31	138	207
2016-04-01	127	333
2016-04-02	8	12
2016-04-03	20	12
2016-04-04	17	17
2016-04-05	78	107
2016-04-06	110	193
2016-04-07	143	268
2016-04-08	130	276
2016-04-09	19	10
2016-04-10	14	12
2016-04-11	95	135
2016-04-12	123	253
2016-04-13	116	160
2016-04-14	107	185
2016-04-15	121	227
2016-04-16	12	19
2016-04-17	11	17
2016-04-18	97	224
2016-04-19	112	237
2016-04-20	214	580
2016-04-21	137	416
2016-04-22	140	300
2016-04-23	11	25
2016-04-24	20	25
2016-04-25	146	271
2016-04-26	116	211
2016-04-27	86	189
2016-04-28	154	400
2016-04-29	137	265
2016-04-30	13	16
2016-05-01	10	15
2016-05-02	12	11
2016-05-03	93	156
2016-05-04	81	160
2016-05-05	88	181
2016-05-06	157	411
2016-05-07	18	23
2016-05-08	19	33
2016-05-09	200	465
2016-05-10	150	346
2016-05-11	130	417
2016-05-12	158	408
2016-05-13	95	320
2016-05-14	13	39
2016-05-15	14	22
2016-05-16	83	187
2016-05-17	155	344
2016-05-18	133	481
2016-05-19	131	403
2016-05-20	127	295
2016-05-21	15	19
2016-05-22	16	21
2016-05-23	79	181
2016-05-24	88	258
2016-05-25	152	376
2016-05-26	157	413
2016-05-27	130	297
2016-05-28	18	21
2016-05-29	23	22
2016-05-30	102	242
2016-05-31	110	154
2016-06-01	73	153
2016-06-02	73	160
2016-06-03	85	167
2016-06-04	11	8
2016-06-05	14	13
2016-06-06	47	104
2016-06-07	70	143
2016-06-08	60	139
2016-06-09	6	9
2016-06-10	11	18
2016-06-11	7	15
2016-06-12	9	12
2016-06-13	98	289
2016-06-14	87	219
2016-06-15	117	256
2016-06-16	53	174
2016-06-17	72	147
2016-06-18	15	16
2016-06-19	8	10
2016-06-20	56	124
2016-06-21	25	40
