2007-05-25	1	0
2007-08-05	1	0
2007-08-30	1	0
2007-09-06	1	0
2007-09-27	0	1
2007-10-09	0	1
2007-10-12	0	1
2007-10-29	0	1
2007-11-19	0	1
2008-01-15	1	0
2008-03-04	1	0
2008-03-11	0	1
2008-03-14	0	1
2008-03-26	0	1
2008-03-29	0	1
2008-04-08	0	1
2008-04-22	1	0
2008-06-01	0	2
2008-06-02	3	8
2008-06-03	2	7
2008-06-04	0	6
2008-06-05	0	2
2008-06-07	0	1
2008-06-10	0	1
2008-06-12	0	1
2008-06-13	1	0
2008-06-15	0	1
2008-06-16	1	2
2008-06-17	1	2
2008-06-18	1	1
2008-06-19	0	3
2008-06-20	1	1
2008-06-21	1	0
2008-06-23	1	0
2008-07-01	1	0
2008-07-10	1	1
2008-12-28	1	0
2010-06-11	0	1
2010-09-08	0	1
2010-10-08	1	0
2010-10-13	1	0
2010-10-21	0	1
2010-10-29	0	1
2010-11-30	1	0
2011-01-04	1	0
2011-02-25	1	0
2011-03-07	1	0
2011-04-09	1	0
2011-09-05	1	0
2012-05-22	1	0
2014-03-11	1	0
2014-04-21	1	0
2014-08-08	1	0
2014-08-28	1	0
2014-09-26	1	0
2014-12-26	2	0
2014-12-27	1	0
2015-01-15	1	0
2015-01-28	1	0
2015-02-27	1	0
2015-03-06	1	0
2015-03-15	0	1
2015-04-07	0	1
2015-04-15	1	0
2015-04-18	1	0
2015-04-20	1	0
2015-04-21	0	2
2015-04-28	2	0
2015-05-08	0	1
2015-05-13	0	1
2015-05-14	0	1
2015-05-15	1	0
2015-05-16	0	1
2015-05-18	1	1
2015-05-25	0	2
2015-05-30	1	0
2015-06-02	1	0
2015-06-04	1	0
2015-06-05	2	0
2015-06-07	3	0
2015-06-10	1	1
2015-06-18	1	0
2015-06-25	1	0
2015-06-26	1	0
2015-07-03	0	1
2015-07-04	0	1
2015-07-07	0	1
2015-07-08	1	0
2015-07-09	1	0
2015-07-13	0	1
2015-07-16	1	0
2015-07-18	1	0
2015-07-22	0	1
2015-07-23	1	0
2015-07-28	0	1
2015-07-31	0	1
2015-08-03	0	1
2015-08-04	1	0
2015-08-05	1	0
2015-08-06	0	1
2015-08-07	0	1
2015-08-10	1	0
2015-08-15	0	1
2015-08-19	0	3
2015-08-20	1	1
2015-08-22	1	0
2015-08-24	0	2
2015-08-25	1	6
2015-08-26	3	2
2015-08-27	10	11
2015-08-28	26	27
2015-08-29	8	1
2015-08-30	2	2
2015-08-31	9	19
2015-09-01	21	20
2015-09-02	19	16
2015-09-03	6	3
2015-09-04	0	2
2015-09-05	1	2
2015-09-06	4	2
2015-09-07	5	5
2015-09-08	14	13
2015-09-09	12	20
2015-09-10	11	17
2015-09-11	10	10
2015-09-12	3	2
2015-09-13	0	3
2015-09-14	8	11
2015-09-15	8	12
2015-09-16	7	7
2015-09-17	27	13
2015-09-18	18	19
2015-09-19	3	1
2015-09-20	2	1
2015-09-21	8	8
2015-09-22	18	16
2015-09-23	17	25
2015-09-24	10	23
2015-09-25	19	20
2015-09-26	2	2
2015-09-27	4	0
2015-09-28	11	20
2015-09-29	7	39
2015-09-30	12	13
2015-10-01	2	3
2015-10-03	2	0
2015-10-04	1	0
2015-10-05	1	0
2015-10-06	3	1
2015-10-07	2	4
2015-10-08	7	13
2015-10-09	10	7
2015-10-10	3	3
2015-10-11	3	0
2015-10-12	10	13
2015-10-13	13	8
2015-10-14	15	12
2015-10-15	15	32
2015-10-16	19	33
2015-10-17	5	3
2015-10-18	1	1
2015-10-19	20	29
2015-10-20	23	30
2015-10-21	13	33
2015-10-22	16	26
2015-10-23	9	28
2015-10-24	5	5
2015-10-25	4	3
2015-10-26	20	20
2015-10-27	22	42
2015-10-28	19	35
2015-10-29	12	23
2015-10-30	13	23
2015-10-31	4	1
2015-11-01	1	1
2015-11-02	2	8
2015-11-03	8	10
2015-11-04	14	24
2015-11-05	21	26
2015-11-06	13	21
2015-11-07	7	4
2015-11-08	1	3
2015-11-09	12	16
2015-11-10	29	31
2015-11-11	18	26
2015-11-12	13	24
2015-11-13	25	35
2015-11-14	8	4
2015-11-15	7	5
2015-11-16	21	18
2015-11-17	14	17
2015-11-18	6	10
2015-11-19	8	12
2015-11-20	17	19
2015-11-21	2	3
2015-11-22	2	0
2015-11-23	27	34
2015-11-24	21	27
2015-11-25	26	51
2015-11-26	53	106
2015-11-27	44	61
2015-11-28	2	3
2015-11-29	8	4
2015-11-30	14	21
2015-12-01	29	15
2015-12-02	27	20
2015-12-03	25	32
2015-12-04	12	25
2015-12-05	9	7
2015-12-06	4	6
2015-12-07	11	23
2015-12-08	23	30
2015-12-09	17	35
2015-12-10	16	34
2015-12-11	44	40
2015-12-12	2	6
2015-12-13	6	1
2015-12-14	49	93
2015-12-15	31	56
2015-12-16	34	28
2015-12-17	30	36
2015-12-18	26	49
2015-12-19	8	2
2015-12-20	10	6
2015-12-21	32	50
2015-12-22	29	42
2015-12-23	18	43
2015-12-24	15	23
2015-12-25	14	26
2015-12-26	5	2
2015-12-27	2	0
2015-12-28	8	22
2015-12-29	8	8
2015-12-30	14	31
2015-12-31	15	21
2016-01-01	4	3
2016-01-02	2	1
2016-01-03	0	3
2016-01-04	8	27
2016-01-05	20	15
2016-01-06	19	16
2016-01-07	13	22
2016-01-08	20	9
2016-01-09	2	1
2016-01-10	2	1
2016-01-11	16	18
2016-01-12	10	14
2016-01-13	9	9
2016-01-14	8	10
2016-01-15	11	13
2016-01-16	5	2
2016-01-17	5	2
2016-01-18	7	5
2016-01-19	8	11
2016-01-20	19	15
2016-01-21	10	10
2016-01-22	7	11
2016-01-23	4	4
2016-01-24	1	2
2016-01-25	10	16
2016-01-26	8	18
2016-01-27	9	17
2016-01-28	9	15
2016-01-29	8	23
2016-01-30	3	2
2016-01-31	1	0
2016-02-01	5	9
2016-02-02	11	2
2016-02-03	6	5
2016-02-04	19	17
2016-02-05	10	12
2016-02-06	2	0
2016-02-07	2	0
2016-02-08	1	1
2016-02-09	0	1
2016-02-10	3	2
2016-02-11	1	2
2016-02-13	2	0
2016-02-14	1	1
2016-02-15	11	9
2016-02-16	8	7
2016-02-17	9	11
2016-02-18	6	5
2016-02-19	5	2
2016-02-20	2	1
2016-02-21	1	2
2016-02-22	5	3
2016-02-23	5	3
2016-02-24	8	7
2016-02-25	27	17
2016-02-26	32	53
2016-02-27	7	5
2016-02-28	4	4
2016-02-29	8	16
2016-03-01	12	11
2016-03-02	18	9
2016-03-03	23	17
2016-03-04	20	20
2016-03-05	7	2
2016-03-06	3	3
2016-03-07	28	24
2016-03-08	19	8
2016-03-09	30	26
2016-03-10	15	28
2016-03-11	15	28
2016-03-12	2	1
2016-03-13	1	4
2016-03-14	18	15
2016-03-15	8	22
2016-03-16	11	21
2016-03-17	9	10
2016-03-18	13	16
2016-03-19	5	1
2016-03-20	2	2
2016-03-21	11	15
2016-03-22	30	27
2016-03-23	23	17
2016-03-24	14	20
2016-03-25	14	18
2016-03-26	7	2
2016-03-27	1	0
2016-03-28	13	7
2016-03-29	13	11
2016-03-30	13	10
2016-03-31	18	11
2016-04-01	13	17
2016-04-02	3	0
2016-04-03	2	1
2016-04-04	3	1
2016-04-05	7	10
2016-04-06	8	11
2016-04-07	11	21
2016-04-08	13	25
2016-04-09	1	1
2016-04-10	5	2
2016-04-11	13	15
2016-04-12	15	21
2016-04-13	44	24
2016-04-14	17	32
2016-04-15	21	37
2016-04-16	3	4
2016-04-17	3	1
2016-04-18	12	23
2016-04-19	20	16
2016-04-20	18	18
2016-04-21	19	14
2016-04-22	11	28
2016-04-23	4	0
2016-04-24	5	3
2016-04-25	12	12
2016-04-26	13	23
2016-04-27	13	20
2016-04-28	20	29
2016-04-29	19	18
2016-04-30	4	9
2016-05-01	3	1
2016-05-02	0	4
2016-05-03	10	30
2016-05-04	13	30
2016-05-05	20	21
2016-05-06	15	25
2016-05-07	6	4
2016-05-08	3	4
2016-05-09	13	29
2016-05-10	12	22
2016-05-11	19	18
2016-05-12	17	34
2016-05-13	12	25
2016-05-14	12	6
2016-05-15	3	4
2016-05-16	8	18
2016-05-17	23	27
2016-05-18	10	6
2016-05-19	12	9
2016-05-20	8	18
2016-05-21	5	5
2016-05-22	5	0
2016-05-23	11	27
2016-05-24	13	20
2016-05-25	9	11
2016-05-26	16	24
2016-05-27	9	16
2016-05-28	1	6
2016-05-29	1	2
2016-05-30	8	10
2016-05-31	17	22
2016-06-01	35	26
2016-06-02	9	24
2016-06-03	14	34
2016-06-04	2	3
2016-06-05	6	2
2016-06-06	8	17
2016-06-07	9	33
2016-06-08	11	22
2016-06-09	2	7
2016-06-10	4	8
2016-06-11	0	2
2016-06-12	1	4
2016-06-13	15	19
2016-06-14	7	14
2016-06-15	21	35
2016-06-16	27	41
2016-06-17	21	32
2016-06-18	7	2
2016-06-19	1	4
2016-06-20	23	22
2016-06-21	13	38
2016-06-22	14	19
2016-06-23	13	23
2016-06-24	19	19
2016-06-25	7	6
2016-06-26	6	5
2016-06-27	25	22
2016-06-28	23	26
2016-06-29	30	29
2016-06-30	24	22
2016-07-01	25	19
2016-07-02	6	6
2016-07-03	8	7
2016-07-04	52	64
2016-07-05	40	70
2016-07-06	50	61
2016-07-07	43	44
2016-07-08	18	19
2016-07-09	10	14
2016-07-10	5	4
2016-07-11	46	39
2016-07-12	30	35
2016-07-13	78	56
2016-07-14	25	44
2016-07-15	31	36
2016-07-16	14	8
2016-07-17	3	5
2016-07-18	34	41
2016-07-19	24	44
2016-07-20	26	53
2016-07-21	27	27
2016-07-22	13	22
2016-07-23	6	8
2016-07-24	3	4
2016-07-25	6	17
2016-07-26	11	14
2016-07-27	21	32
2016-07-28	14	14
2016-07-29	12	17
2016-07-30	5	4
2016-07-31	3	8
2016-08-01	5	15
2016-08-02	12	13
2016-08-03	15	15
2016-08-04	13	13
2016-08-05	14	19
2016-08-06	5	1
2016-08-07	4	3
2016-08-08	15	15
2016-08-09	13	6
2016-08-10	14	13
2016-08-11	10	9
2016-08-12	15	14
2016-08-13	5	3
2016-08-14	1	3
2016-08-15	6	14
2016-08-16	7	12
2016-08-17	10	12
2016-08-18	8	6
2016-08-19	3	16
2016-08-20	4	1
2016-08-21	3	0
2016-08-22	13	11
2016-08-23	13	12
2016-08-24	6	15
2016-08-25	6	4
2016-08-26	4	5
2016-08-27	1	1
2016-08-28	0	1
2016-08-29	2	5
2016-08-30	6	3
2016-08-31	11	10
2016-09-01	7	12
2016-09-02	9	16
2016-09-03	1	1
2016-09-04	4	1
2016-09-05	6	3
2016-09-06	8	4
2016-09-07	5	8
2016-09-08	8	7
2016-09-09	10	9
2016-09-10	3	1
2016-09-11	4	0
2016-09-12	4	12
2016-09-13	8	4
2016-09-14	7	9
2016-09-15	6	0
2016-09-16	2	0
2016-09-17	1	0
2016-09-18	5	1
2016-09-19	6	7
2016-09-20	2	5
2016-09-21	12	6
2016-09-22	11	12
2016-09-23	8	7
2016-09-24	2	0
2016-09-25	1	0
2016-09-26	7	7
2016-09-27	9	8
2016-09-28	7	7
2016-09-29	14	9
2016-09-30	8	10
2016-10-01	2	1
2016-10-03	2	1
2016-10-04	2	1
2016-10-05	4	1
2016-10-06	1	2
2016-10-07	3	1
2016-10-08	2	0
2016-10-09	3	1
2016-10-10	8	5
2016-10-11	13	4
2016-10-12	11	7
2016-10-13	8	7
2016-10-14	10	13
2016-10-15	5	3
2016-10-16	3	1
2016-10-17	8	12
2016-10-18	12	7
2016-10-19	12	21
2016-10-20	10	14
